	gene_human	entrez_id_human	gene_mouse	MGI	MP
17592	PEDS1-UBE2V1	387522	Ube2v1	MGI:1913839	
17593	PEF1	553115	Pef1	MGI:1915148	
17594	PEG10	23089	Peg10	MGI:2157785	MP:0005378, MP:0005380, MP:0005384, MP:0010768
17595	PEG13	359809	Peg13	MGI:2663476	
17596	PEG3	5178	Peg3	MGI:104748	MP:0003631, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005389, MP:0010768
17597	PELI1	57162	Peli1	MGI:1914495	MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768
17598	PELI2	57161	Peli2	MGI:1891445	MP:0005376, MP:0005384, MP:0005387, MP:0005397, MP:0010768
17599	PELI3	246330	Peli3	MGI:1924963	MP:0005384, MP:0005387, MP:0005389, MP:0005397, MP:0010768
17600	PELO	53918	Pelo	MGI:2145154	MP:0003631, MP:0005378, MP:0005380, MP:0005384, MP:0010768
17601	PELP1	27043	Pelp1	MGI:1922523	
17602	PEMT	10400	Pemt	MGI:104535	MP:0005370, MP:0005376
17603	PENK	5179	Penk	MGI:104629	MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0010768
17604	PEPB	5182	Pepb	MGI:97540	
17605	PEPD	5184	Pepd	MGI:97542	MP:0001186, MP:0003631, MP:0005367, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
17606	PER1	5187	Per1	MGI:1098283	MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005389, MP:0005390, MP:0010768
17607	PER2	8864	Per2	MGI:1195265	MP:0001186, MP:0002006, MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
17608	PER3	8863	Per3	MGI:1277134	MP:0003631, MP:0005386
17609	PERCC1	105371045	Percc1	MGI:5621540	MP:0005378, MP:0005381, MP:0010768
17610	PERM1	84808	Perm1	MGI:1921433	
17611	PERP	64065	Perp	MGI:1929938	MP:0002006, MP:0003631, MP:0005379, MP:0005384, MP:0005387, MP:0005397, MP:0010768, MP:0010771
17612	PES1	23481	Pes1	MGI:1890613	MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005397, MP:0010768
17613	PET100	100131801	Pet100	MGI:3615306	
17614	PET117	100303755	Pet117	MGI:5295678	
17615	PEX1	5189	Pex1	MGI:1918632	MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0010768
17616	PEX10	5192	Pex10	MGI:2684988	MP:0003631, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005388, MP:0010768
17617	PEX11A	8800	Pex11a	MGI:1338788	MP:0005370, MP:0005376, MP:0005378, MP:0005384
17618	PEX11B	8799	Pex11b	MGI:1338882	MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005386, MP:0005390, MP:0010768
17619	PEX11G	92960	Pex11g	MGI:1920905	
17620	PEX12	5193	Pex12	MGI:2144177	
17621	PEX13	5194	Pex13	MGI:1919379	MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005388, MP:0005390, MP:0010768
17622	PEX14	5195	Pex14	MGI:1927868	MP:0005391, MP:0010768
17623	PEX16	9409	Pex16	MGI:1338829	MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0010768
17624	PEX19	5824	Pex19	MGI:1334458	
17625	PEX2	5828	Pex2	MGI:107486	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005386, MP:0005390, MP:0010768
17626	PEX26	55670	Pex26	MGI:1921293	MP:0005378, MP:0005387, MP:0005397, MP:0010768
17627	PEX3	8504	Pex3	MGI:1929646	MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005390, MP:0005391, MP:0005397, MP:0010771
17628	PEX5	5830	Pex5	MGI:1098808	MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768
17629	PEX5L	51555	Pex5l	MGI:1916672	MP:0003631, MP:0005386
17630	PEX6	5190	Pex6	MGI:2385054	MP:0003631, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005391, MP:0005397, MP:0010768
17631	PEX7	5191	Pex7	MGI:1321392	MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
17632	PF4	5196	Pf4	MGI:1888711	MP:0005376, MP:0005397
17633	PF4V1	5197	Pf4	MGI:1888711	MP:0005376, MP:0005397
17634	PFAS	5198	Pfas	MGI:2684864	MP:0001186, MP:0005371, MP:0005375, MP:0005378, MP:0005382, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
17635	PFDN1	5201	Pfdn1	MGI:1914449	MP:0003631, MP:0005371, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005397, MP:0010768
17636	PFDN2	5202	Pfdn2	MGI:1276111	MP:0005390, MP:0010768
17637	PFDN4	5203	Pfdn4	MGI:1923512	
17638	PFDN5	5204	Pfdn5	MGI:1928753	MP:0003631, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005386, MP:0005389, MP:0005391, MP:0010768, MP:0010771
17639	PFDN6	10471	Pfdn6	MGI:95908	MP:0005376, MP:0005386, MP:0005397, MP:0010768
17640	PFKFB1	5207	Pfkfb1	MGI:107816	
17641	PFKFB2	5208	Pfkfb2	MGI:107815	MP:0005367, MP:0005376, MP:0005385, MP:0005387, MP:0005391, MP:0005397
17642	PFKFB3	5209	Pfkfb3	MGI:2181202	MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010768
17643	PFKFB4	5210	Pfkfb4	MGI:2687284	MP:0005385, MP:0005389, MP:0005391
17644	PFKL	5211	Pfkl	MGI:97547	MP:0005376, MP:0010768, MP:0010771
17645	PFKM	5213	Pfkm	MGI:97548	MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771
17646	PFKP	5214	Pfkp	MGI:1891833	
17647	PFN1	5216	Pfn1	MGI:97549	MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0005391, MP:0010768
17648	PFN2	5217	Pfn2	MGI:97550	MP:0003631, MP:0005384, MP:0005386
17649	PFN3	345456	Pfn3	MGI:2178800	MP:0005376, MP:0005384, MP:0005389
17650	PFN4	375189	Pfn4	MGI:1920121	MP:0005376, MP:0005379, MP:0005384, MP:0005388, MP:0005389
17651	PGA3	643834	Pga5	MGI:1915935	
17652	PGA4	643847	Pga5	MGI:1915935	
17653	PGA5	5222	Pga5	MGI:1915935	
17654	PGAM1	5223	Pgam1	MGI:97552	MP:0005376, MP:0005387, MP:0005397, MP:0010768
17655	PGAM2	5224	Pgam2	MGI:1933118	
17656	PGAM4	441531	Pgam1	MGI:97552	MP:0005376, MP:0005387, MP:0005397, MP:0010768
17657	PGAM5	192111	Pgam5	MGI:1919792	MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768
17658	PGAP1	80055	Pgap1	MGI:2443342	MP:0003631, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005386, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0010768
17659	PGAP2	27315	Pgap2	MGI:2385286	MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005391, MP:0010768
17660	PGAP3	93210	Pgap3	MGI:2444461	MP:0005367, MP:0005371, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768
17661	PGAP4	84302	Pgap4	MGI:1914313	
17662	PGAP6	58986	Pgap6	MGI:1926283	MP:0005380, MP:0010768
17663	PGBD1	84547	Pgbd1	MGI:2441675	MP:0005367, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0010771
17664	PGBD5	79605	Pgbd5	MGI:2429955	MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005386, MP:0005390, MP:0005391
17665	PGC	5225	Pgc	MGI:98909	
17666	PGD	5226	Pgd	MGI:97553	MP:0005376, MP:0005387, MP:0005390, MP:0005397
17667	PGF	5228	Pgf	MGI:105095	MP:0002006, MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0005391, MP:0010771
17668	PGGHG	80162	Pgghg	MGI:2444047	
17669	PGGT1B	5229	Pggt1b	MGI:1917514	MP:0005384, MP:0010768, MP:0010771
17670	PGK1	5230	Pgk1	MGI:97555	
17671	PGK2	5232	Pgk2	MGI:97563	MP:0005384, MP:0005389
17672	PGLS	25796	Pgls	MGI:1913421	MP:0010768
17673	PGLYRP1	8993	Pglyrp1	MGI:1345092	MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010768
17674	PGLYRP2	114770	Pglyrp2	MGI:1928099	MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010768
17675	PGLYRP3	114771	Pglyrp3	MGI:2685266	MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0010768
17676	PGLYRP4	57115	Pglyrp4	MGI:2686324	MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010768
17677	PGM1	5236	Pgm1	MGI:97565	MP:0005378, MP:0005380, MP:0005386, MP:0010768, MP:0010771
17678	PGM2	55276	Pgm2	MGI:97564	
17679	PGM2L1	283209	Pgm2l1	MGI:1918224	
17680	PGM3	5238	Pgm3	MGI:97566	MP:0005367, MP:0005378, MP:0005379, MP:0005381, MP:0005387, MP:0005389, MP:0005397, MP:0010768
17681	PGM5	5239	Pgm5	MGI:1925668	
17682	PGP	283871	Pgp	MGI:1914328	MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0010768
17683	PGPEP1	54858	Pgpep1	MGI:1913772	
17684	PGPEP1L	145814	Pgpep1l	MGI:1925694	
17685	PGR	5241	Pgr	MGI:97567	MP:0002006, MP:0005369, MP:0005371, MP:0005376, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010771
17686	PGRMC1	10857	Pgrmc1	MGI:1858305	MP:0005370, MP:0005375, MP:0005376, MP:0005386, MP:0005387
17687	PGRMC2	10424	Pgrmc2	MGI:1918054	MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005387, MP:0005389, MP:0005397, MP:0010768
17688	PGS1	9489	Pgs1	MGI:1921701	MP:0005376, MP:0010768
17689	PHACTR1	221692	Phactr1	MGI:2659021	MP:0005367, MP:0005376, MP:0005379, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010771
17690	PHACTR2	9749	Phactr2	MGI:2446138	
17691	PHACTR3	116154	Phactr3	MGI:1921439	
17692	PHACTR4	65979	Phactr4	MGI:2140327	MP:0001186, MP:0003631, MP:0005380, MP:0005384, MP:0005385, MP:0005391, MP:0010768
17693	PHAF1	80262	Phaf1	MGI:2443049	
17694	PHAX	51808	Phax	MGI:1891839	
17695	PHB1	5245	Phb	MGI:97572	MP:0005378, MP:0005379, MP:0005389, MP:0010768, MP:0010771
17696	PHB2	11331	Phb2	MGI:102520	MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005389, MP:0010768, MP:0010771
17697	PHC1	1911	Phc1	MGI:103248	MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768
17698	PHC2	1912	Phc2	MGI:1860454	MP:0005384, MP:0005390
17699	PHC3	80012	Phc3	MGI:2181434	MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005397
17700	PHETA1	144717	Pheta1	MGI:2442708	
17701	PHETA2	150368	Pheta2	MGI:2443609	
17702	PHEX	5251	Phex	MGI:107489	MP:0003631, MP:0005367, MP:0005371, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397
17703	PHF1	5252	Phf1	MGI:98647	
17704	PHF10	55274	Phf10	MGI:1919307	MP:0010768
17705	PHF11	51131	Phf11	MGI:3644962	
17706	PHF11	51131	Phf11a	MGI:1918441	
17707	PHF11	51131	Phf11b	MGI:3645789	
17708	PHF11	51131	Phf11c	MGI:3648476	MP:0005386
17709	PHF11	51131	Phf11d	MGI:1277133	MP:0005387
17710	PHF12	57649	Phf12	MGI:1924057	
17711	PHF13	148479	Phf13	MGI:2446217	MP:0005379, MP:0005384, MP:0005389, MP:0010768
17712	PHF14	9678	Phf14	MGI:1923539	MP:0005376, MP:0005384, MP:0005386, MP:0005388, MP:0005390, MP:0010768
17713	PHF19	26147	Phf19	MGI:1921266	MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005390, MP:0005397
17714	PHF2	5253	Phf2	MGI:1338034	MP:0003631, MP:0005375, MP:0005378, MP:0010768, MP:0010771
17715	PHF20	51230	Phf20	MGI:2444148	MP:0005375, MP:0005378, MP:0005379, MP:0005387, MP:0005390, MP:0005397, MP:0010768
17716	PHF20L1	51105	Phf20l1	MGI:2444412	MP:0003631, MP:0005371, MP:0005375, MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0005397
17717	PHF21A	51317	Phf21a	MGI:2384756	MP:0005386, MP:0010768
17718	PHF21B	112885	Phf21b	MGI:2443812	MP:0003631, MP:0005386
17719	PHF23	79142	Phf23	MGI:1925496	
17720	PHF24	23349	Phf24	MGI:2140712	MP:0010768
17721	PHF3	23469	Phf3	MGI:2446126	
17722	PHF5A	84844	Phf5a	MGI:2156864	
17723	PHF6	84295	Phf6	MGI:1918248	MP:0002006, MP:0003631, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768
17724	PHF7	51533	Phf7	MGI:1919088	MP:0005384, MP:0005389
17725	PHF8	23133	Phf8	MGI:2444341	MP:0003631, MP:0005376, MP:0005384, MP:0005386, MP:0005397
17726	PHGDH	26227	Phgdh	MGI:1355330	MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005391, MP:0010768
17727	PHGR1	644844	Phgr1	MGI:1858382	
17728	PHIP	55023	Phip	MGI:1932404	MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768
17729	PHKA1	5255	Phka1	MGI:97576	MP:0005369, MP:0005376, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010771
17730	PHKA2	5256	Phka2	MGI:97577	
17731	PHKB	5257	Phkb	MGI:97578	MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005386, MP:0005391, MP:0010768
17732	PHKG1	5260	Phkg1	MGI:97579	MP:0005367, MP:0005370, MP:0005378, MP:0005391
17733	PHKG2	5261	Phkg2	MGI:1916211	MP:0005397, MP:0010768
17734	PHLDA1	22822	Phlda1	MGI:1096880	
17735	PHLDA2	7262	Phlda2	MGI:1202307	MP:0005378, MP:0005380, MP:0005384
17736	PHLDA3	23612	Phlda3	MGI:1351485	
17737	PHLDB1	23187	Phldb1	MGI:2143230	MP:0005386, MP:0005390, MP:0005397
17738	PHLDB2	90102	Phldb2	MGI:2444981	MP:0003631, MP:0005386, MP:0005387, MP:0005391, MP:0005397
17739	PHLDB3	653583	Phldb3	MGI:3642959	
17740	PHLPP1	23239	Phlpp1	MGI:2138327	MP:0005385, MP:0005386, MP:0005391, MP:0010768
17741	PHLPP2	23035	Phlpp2	MGI:2444928	MP:0005386
17742	PHOSPHO1	162466	Phospho1	MGI:2447348	MP:0005371, MP:0005376, MP:0005378, MP:0005386, MP:0005390
17743	PHOSPHO2	493911	Phospho2	MGI:1920623	
17744	PHOX2A	401	Phox2a	MGI:106633	MP:0003631, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005388, MP:0010768
17745	PHOX2B	8929	Phox2b	MGI:1100882	MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005391, MP:0010768
17746	PHPT1	29085	Phpt1	MGI:1922704	MP:0005376, MP:0005379, MP:0005388
17747	PHRF1	57661	Phrf1	MGI:2141847	MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010771
17748	PHTF1	10745	Phtf1	MGI:1332671	MP:0005379, MP:0005389
17749	PHTF2	57157	Phtf2	MGI:1916020	
17750	PHYH	5264	Phyh	MGI:891978	MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397
17751	PHYHD1	254295	Phyhd1	MGI:3612860	
17752	PHYHIP	9796	Phyhip	MGI:1860417	
17753	PHYHIPL	84457	Phyhipl	MGI:1918161	
17754	PHYKPL	85007	Phykpl	MGI:1920197	MP:0005376, MP:0005391
17755	PI15	51050	Pi15	MGI:1934659	
17756	PI16	221476	Pi16	MGI:1921366	MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397
17757	PI4K2A	55361	Pi4k2a	MGI:1934031	MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005386, MP:0005389, MP:0010768
17758	PI4K2B	55300	Pi4k2b	MGI:1914323	
17759	PI4KA	5297	Pi4ka	MGI:2448506	MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768, MP:0010771
17760	PI4KB	5298	Pi4kb	MGI:1334433	MP:0003631, MP:0005386
17761	PIANP	196500	Pianp	MGI:2441908	MP:0003631, MP:0005376, MP:0005384, MP:0005386
17762	PIAS1	8554	Pias1	MGI:1913125	MP:0005378, MP:0005387, MP:0010768
17763	PIAS2	9063	Pias2	MGI:1096566	MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389, MP:0005390, MP:0005391
17764	PIAS3	10401	Pias3	MGI:1913126	
17765	PIAS4	51588	Pias4	MGI:2136940	MP:0005387, MP:0005397, MP:0010768
17766	PIBF1	10464	Pibf1	MGI:1261910	MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005391, MP:0010768
17767	PICALM	8301	Picalm	MGI:2385902	MP:0001186, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005387, MP:0005397, MP:0010768, MP:0010771
17768	PICK1	9463	Pick1	MGI:894645	MP:0003631, MP:0005379, MP:0005384, MP:0005389
17769	PID1	55022	Pid1	MGI:2138391	
17770	PIDD1	55367	Pidd1	MGI:1889507	
17771	PIERCE1	138162	Pierce1	MGI:1916577	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005397, MP:0010768
17772	PIERCE2	145788	Pierce2	MGI:3648770	MP:0005380, MP:0005384
17773	PIEZO1	9780	Piezo1	MGI:3603204	MP:0005367, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768, MP:0010771
17774	PIEZO2	63895	Piezo2	MGI:1918781	MP:0005376, MP:0005378, MP:0005380, MP:0005386, MP:0010768
17775	PIF1	80119	Pif1	MGI:2143057	MP:0005384
17776	PIFO	128344	Pifo	MGI:1923670	MP:0005380, MP:0005384, MP:0005385, MP:0005389, MP:0010768
17777	PIGA	5277	Piga	MGI:99461	MP:0002006, MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768, MP:0010771
17778	PIGB	9488	Pigb	MGI:1891825	
17779	PIGBOS1	101928527	Pigbos1	MGI:1913614	
17780	PIGC	5279	Pigc	MGI:1914542	MP:0005376, MP:0005397, MP:0010768
17781	PIGF	5281	Pigf	MGI:99462	MP:0005375, MP:0005378, MP:0005380, MP:0005390, MP:0010768
17782	PIGG	54872	Pigg	MGI:3576484	
17783	PIGH	5283	Pigh	MGI:99463	MP:0005386, MP:0010768
17784	PIGK	10026	Pigk	MGI:1913863	MP:0010768
17785	PIGL	9487	Pigl	MGI:2681271	MP:0005380, MP:0010768, MP:0010771
17786	PIGM	93183	Pigm	MGI:1914806	MP:0005367, MP:0010768
17787	PIGN	23556	Pign	MGI:1351629	MP:0003631, MP:0005367, MP:0005370, MP:0005371, MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
17788	PIGO	84720	Pigo	MGI:1861452	MP:0005385, MP:0010768
17789	PIGP	51227	Pigp	MGI:1860433	
17790	PIGQ	9091	Pigq	MGI:1333114	MP:0003631, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005380, MP:0005382, MP:0005385, MP:0005391, MP:0010768, MP:0010771
17791	PIGR	5284	Pigr	MGI:103080	MP:0005376, MP:0005381, MP:0005387, MP:0005397
17792	PIGS	94005	Pigs	MGI:2687325	
17793	PIGT	51604	Pigt	MGI:1926178	MP:0010768
17794	PIGU	128869	Pigu	MGI:3039607	MP:0003631, MP:0010768
17795	PIGV	55650	Pigv	MGI:2442480	MP:0005367, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397
17796	PIGW	284098	Pigw	MGI:1917575	
17797	PIGX	54965	Pigx	MGI:1919334	
17798	PIGY	84992	Pigyl	MGI:1913518	
17799	PIGZ	80235	Pigz	MGI:2443822	MP:0005375, MP:0005390
17800	PIH1D1	55011	Pih1d1	MGI:1916095	
17801	PIH1D2	120379	Pih1d2	MGI:1919864	
17802	PIK3AP1	118788	Pik3ap1	MGI:1933177	MP:0005376, MP:0005384, MP:0005387, MP:0005397
17803	PIK3C2A	5286	Pik3c2a	MGI:1203729	MP:0005367, MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768
17804	PIK3C2B	5287	Pik3c2b	MGI:2685045	
17805	PIK3C2G	5288	Pik3c2g	MGI:1203730	MP:0005370, MP:0005375, MP:0005376, MP:0005378
17806	PIK3C3	5289	Pik3c3	MGI:2445019	MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768
17807	PIK3CA	5290	Pik3ca	MGI:1206581	MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
17808	PIK3CB	5291	Pik3cb	MGI:1922019	MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768
17809	PIK3CD	5293	Pik3cd	MGI:1098211	MP:0005376, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005390, MP:0005397
17810	PIK3CG	5294	Pik3cg	MGI:1353576	MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010768, MP:0010771
17811	PIK3IP1	113791	Pik3ip1	MGI:1917016	
17812	PIK3R1	5295	Pik3r1	MGI:97583	MP:0003631, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005387, MP:0005391, MP:0005397, MP:0010768, MP:0010771
17813	PIK3R2	5296	Pik3r2	MGI:1098772	MP:0005376, MP:0005378
17814	PIK3R3	8503	Pik3r3	MGI:109277	
17815	PIK3R4	30849	Pik3r4	MGI:1922919	MP:0003631, MP:0005369, MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0010768
17816	PIK3R5	23533	Pik3r5	MGI:2443588	MP:0005384, MP:0005387, MP:0005397
17817	PIK3R6	146850	Pik3r6	MGI:2144613	MP:0005387, MP:0005397
17818	PIKFYVE	200576	Pikfyve	MGI:1335106	MP:0001186, MP:0003631, MP:0005367, MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005397, MP:0010768, MP:0010771
17819	PILRA	29992	Pilra	MGI:2450529	MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768
17820	PILRA	29992	Pilrb1	MGI:2450532	MP:0005376, MP:0005387, MP:0010768
17821	PILRA	29992	Pilrb2	MGI:2450535	
17822	PILRB	29990	Pilra	MGI:2450529	MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768
17823	PILRB	29990	Pilrb1	MGI:2450532	MP:0005376, MP:0005387, MP:0010768
17824	PILRB	29990	Pilrb2	MGI:2450535	
17825	PIM1	5292	Pim1	MGI:97584	MP:0002006, MP:0005378, MP:0005379, MP:0005387, MP:0005397
17826	PIM2	11040	Pim2	MGI:97587	MP:0005384, MP:0005387, MP:0005397
17827	PIM3	415116	Pim3	MGI:1355297	
17828	PIMREG	54478	Pimreg	MGI:1924434	
17829	PIN1	5300	Pin1	MGI:1346036	MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389, MP:0005391, MP:0010771
17830	PIN1	5300	Pin1rt1	MGI:3649546	
17831	PIN4	5303	Pin4	MGI:1916963	
